inchi_key,gcm_cluster,cluster_size,cid,smiles,rscore_mean_all,rscore_mean_enriched,cpd_profile_score,cpd_profile_score_rank,rscore_x_dir_max_enriched,rscore_active
ZIQCQUSQSIAMDY-UHFFFAOYSA-N,523,327,16014037,CCc1ccc2oc(C(=O)NCC(c3ccc(OC)cc3)N3CCCCC3)c(C)c2c1,0.6888300946727994,7.0,10.162157626584337,1,7.0,1.0
ODERJDUJAUKNJU-UHFFFAOYSA-N,523,327,16573896,COc1ccc(C(CNC(=O)c2oc3ccccc3c2C)N2CCCC2)cc1,0.46673679146953934,4.4,9.427154834197719,2,4.4,1.0
DMZGRAIMZVQKKA-UHFFFAOYSA-N,523,327,16438052,COc1ccc(C(CNC(=O)c2oc3ccc(C)cc3c2C)N2CCCCC2)cc1,0.600930957132414,5.0,8.320423404145345,3,5.0,1.0
KFLVJPKNHSCIEK-UHFFFAOYSA-N,523,327,4878991,COc1ccc(C(CNC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)N2CCCCC2)cc1,0.44068194652465137,3.5,7.9422359540753575,4,3.5,1.0
UPXVEJJJODSONG-UHFFFAOYSA-N,523,327,16324977,COc1ccc(C(CNC(=O)c2ccc(-c3nc4ccccc4s3)o2)N2CCCC2)cc1,0.4614126082569196,3.6,7.802127500589409,5,3.6,1.0
KQSUABYXRZXKAW-UHFFFAOYSA-N,523,327,16014041,COc1ccc(C(CNC(=O)c2oc3cc(Br)ccc3c2C)N2CCCCC2)cc1,0.4166204712111679,3.1,7.4408249575156775,6,3.1,1.0
KVJATYRCIKEHMF-UHFFFAOYSA-N,523,327,16305077,COc1ccc(C(CNC(=O)c2cccc(NC(=O)c3cccs3)c2)N2CCCC2)cc1,0.48742545733317244,3.6,7.385744724324634,7,3.6,1.0
QGEYIMYIIZVSSS-UHFFFAOYSA-N,523,327,24980985,COc1ccc(C(CNC(=O)c2oc3ccc(OC)cc3c2C)N2CCCC2)cc1,0.8665994732768503,6.4,7.385187964400492,8,6.4,1.0
LAZQTUPTICGIOO-UHFFFAOYSA-N,523,327,4882513,COc1ccc(C(CNC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)N2CCCC2)cc1,0.5369530452997666,3.9,7.263204919198723,9,3.9,1.0
RPKKVOPUWHSAFZ-UHFFFAOYSA-N,523,327,24979577,CCOc1ccc(NS(=O)(=O)c2ccc(C(=O)NCC(c3ccc(OC)cc3)N3CCCC3)cc2)cc1,0.5652032351109502,4.0,7.077100326955479,10,4.0,1.0
BWNYMWXRMJNYHR-UHFFFAOYSA-N,523,327,18292571,COc1ccc(C(CNC(=O)c2ccc(-c3ccccc3Cl)o2)N2CCCC2)cc1,0.5276811872799168,3.7,7.011809572125749,11,3.7,1.0
MXPJTJIGUBGZGG-UHFFFAOYSA-N,523,327,25161556,COc1ccc(C(CNC(=O)c2ccc(S(=O)(=O)Nc3ccccc3OC)cc2)N2CCCC2)cc1,0.5160653356142987,3.3,6.394539164448709,12,3.3,1.0
PNETWOCRUSFOJR-UHFFFAOYSA-N,523,327,4878106,COc1ccc(C(CNC(=O)c2cc3ccccc3o2)N2CCCC2)cc1,0.27035357202291627,2.1,7.7676058958155565,13,2.1,0.0
JKRVDUIIWYSDFY-UHFFFAOYSA-N,523,327,2999523,COc1ccc(C(CNC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)N2CCCCC2)cc1,0.33224279190010536,2.5,7.524617722185735,14,2.5,0.0
VGJBIBXECCWTQD-UHFFFAOYSA-N,523,327,16014022,COc1ccc(C(CNC(=O)c2oc3cc(C)c(C)cc3c2C)N2CCCCC2)cc1,0.2703367736754622,1.6,5.918543667761572,15,1.6,0.0
RLJPNDWEDCVUCZ-UHFFFAOYSA-N,523,327,16438217,COc1ccc(C(CNC(=O)c2oc3ccc(F)cc3c2C)N2CCCCC2)cc1,0.379272269680788,2.2,5.800582262055741,16,2.2,0.0
JDUHDFYUQRGNQL-UHFFFAOYSA-N,523,327,25161787,COc1ccc(C(CNC(=O)C(C)Sc2ccccc2)N2CCOCC2)cc1,0.2546976546390706,1.4,5.4967133560139185,17,1.4,0.0
TXRHPRCQSVWDGV-UHFFFAOYSA-N,523,327,25162173,COc1ccc(C(CNC(=O)COc2c(C)cc(C)cc2C)N2CCOCC2)cc1,0.2126391997090296,1.0,4.7028017476005175,18,1.0,0.0
YCDJBSSALFSVAT-UHFFFAOYSA-N,523,327,24981631,COc1ccc(C(CNC(=O)CNC(=O)c2ccccc2Cl)N2CCCC2)cc1,0.06572184259985486,0.3,4.564692469542272,19,0.3,0.0
OAHZHDRFSQMGHK-UHFFFAOYSA-N,523,327,4884173,COc1ccc(C(CNC(=O)COc2ccccc2-c2ccccc2)N2CCOCC2)cc1,0.3566939556835314,1.5,4.205285724916631,20,1.5,0.0
RESATVNUUMNPQX-UHFFFAOYSA-N,523,327,16333416,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)N3CCCC3)c2)N2CCCC2)cc1,0.25234819323263163,1.0,3.96277852117662,21,1.0,0.0
YECBZFDEAJOIFH-UHFFFAOYSA-N,523,327,24982022,CCOc1ccc(NS(=O)(=O)c2ccc(C(=O)NCC(c3ccc(OC)cc3)N3CCOCC3)cc2)cc1,0.25441168766690897,1.0,3.9306370283949374,22,1.0,0.0
BREOXUBVDDTQFJ-UHFFFAOYSA-N,523,327,24816949,COc1ccc(C(CNC(=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2)N2CCOCC2)cc1,0.2823087171161146,1.1,3.8964436211424744,23,1.1,0.0
DJDKTIHBYDLEHK-UHFFFAOYSA-N,523,327,16313790,COc1ccc(C(CNC(=O)c2ccc(OCc3csc(C)n3)cc2)N2CCCC2)cc1,0.28416476855482997,1.1,3.870993598517663,24,1.1,0.0
SZFHTMOEHHIFTR-UHFFFAOYSA-N,523,327,16014035,COc1ccc(C(CNC(=O)c2oc3ccc(Cl)cc3c2C)N2CCCCC2)cc1,0.5072394239328665,1.9,3.745765629312493,25,1.9,0.0
UDCKYTRPVOCKDD-UHFFFAOYSA-N,523,327,16312562,COc1ccc(C(CNC(=O)c2ccc(OCc3cscn3)cc2)N2CCCC2)cc1,0.2953963995111761,1.1,3.723809775001616,26,1.1,0.0
YNTLVLDWBSZAMP-UHFFFAOYSA-N,523,327,24980877,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)Nc3ccccc3OC)c2)N2CCCC2)cc1,0.25089022943758593,0.9,3.5872261826118397,27,0.9,0.0
WYVLMOUKDSTUQV-UHFFFAOYSA-N,523,327,24979919,COc1ccc(C(CNC(=O)c2oc3c(Cl)cccc3c2C)N2CCCC2)cc1,0.30895229435278,1.1,3.5604202335003703,28,1.1,0.0
WKPNCKXXQVJSLT-UHFFFAOYSA-N,523,327,16573898,COc1ccc(C(CNC(=O)c2cc3c(s2)CCC(C)C3)N2CCCC2)cc1,0.373087254138627,1.3,3.4844395930957286,29,1.3,0.0
NTSGWAOORVBCCT-UHFFFAOYSA-N,523,327,24818378,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccc(F)cc3)N3CCOCC3)c2)cc1,0.20401779961010286,0.7,3.4310731776235484,30,0.7,0.0
SXOBOJCYFUNFIB-UHFFFAOYSA-N,523,327,17534867,COc1ccc(C(CNC(=O)CSc2ccc(Br)cc2C)N2CCOCC2)cc1,0.35710044250092793,1.2,3.360399084346925,31,1.2,0.0
MOYBXWQGYPIVPR-UHFFFAOYSA-N,523,327,4879667,COc1ccc(C(CNC(=O)c2ccco2)N2CCCCC2)cc1,0.2733312252421534,0.9,3.292708321936725,32,0.9,0.0
PSNQRIFATCYVTH-UHFFFAOYSA-N,523,327,16301776,COc1ccc(C(CNC(=O)c2ccc(Cl)s2)N2CCOCC2)cc1,0.28324514200919926,0.9,3.1774596154265895,33,0.9,0.0
UMOBMKQGMKEBDC-UHFFFAOYSA-N,523,327,4780237,COc1ccc(C(CNC(=O)c2ccc(C)c(S(=O)(=O)N3CCCCC3)c2)N2CCCC2)cc1,0.2203241749148716,0.7,3.1771366000597276,34,0.7,0.0
RCHXGQNDBRDROB-UHFFFAOYSA-N,523,327,24979361,COc1ccc(C(CNC(=O)c2sccc2C)N2CCOCC2)cc1,0.4118795525296548,1.3,3.156262533587175,35,1.3,0.0
IRENMABSRBJIAB-UHFFFAOYSA-N,523,327,16327819,COc1ccc(C(CNC(=O)c2cccc(NS(=O)(=O)c3ccccc3)c2)N2CCCC2)cc1,0.3276643889324626,1.0,3.0519032088229694,36,1.0,0.0
WDMADLMRCHXLMB-UHFFFAOYSA-N,523,327,25163733,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)Nc3ccccc3OC)c2)N2CCCCC2)cc1,0.26571344342612785,0.8,3.0107622319922687,37,0.8,0.0
IPLYZFWUNYFCAR-UHFFFAOYSA-N,523,327,25163677,COc1ccc(C(CNC(=O)c2ccc(NS(=O)(=O)c3ccc(F)c(C)c3)cc2)N2CCCC2)cc1,0.6666695980797229,2.0,2.9999868086992505,38,2.0,0.0
UJXULCPBEYSSEY-UHFFFAOYSA-N,523,327,4587907,CCN(CC)S(=O)(=O)c1ccc(C(=O)NCC(c2ccc(OC)cc2)N2CCOCC2)cc1,0.20273368211571074,0.6,2.959547687086098,39,0.6,0.0
KQMSJWDYXLDNDA-UHFFFAOYSA-N,523,327,25163085,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)Nc3ccc(F)cc3)c2)N2CCCCC2)cc1,0.5443747147070137,1.6,2.939151942171178,40,1.6,0.0
XZGOAZFUJHXTTR-UHFFFAOYSA-N,523,327,4791852,Cc1cc(OCC(=O)NCC(c2ccc(F)cc2)N2CCOCC2)ccc1Cl,0.2389745438654085,0.7,2.9291822830897125,41,0.7,0.0
HTITUAWFEZBBDY-UHFFFAOYSA-N,523,327,16299289,COc1ccc(C(CNC(=O)c2ccc(C)c(S(=O)(=O)N3CCOCC3)c2)N2CCCC2)cc1,0.17208070444266957,0.5,2.905613395873679,42,0.5,0.0
BYLIAUGZZHFXHQ-UHFFFAOYSA-N,523,327,16318928,COc1ccc(C(CNC(=O)CCC(=O)c2ccc(C)s2)N2CCOCC2)cc1,0.17589652881788126,0.5,2.8425802564738905,43,0.5,0.0
XJLDMLCSFBIGPO-UHFFFAOYSA-N,523,327,25161566,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)Nc3ccc(F)cc3)c2)N2CCCC2)cc1,0.38741705815944544,1.1,2.8393174147414126,44,1.1,0.0
DXPBNGFWWVFNNF-UHFFFAOYSA-N,523,327,25162079,COc1ccc(C(CNC(=O)c2cccn2C)N2CCOCC2)cc1,0.3965797269208436,1.1,2.773717175461058,45,1.1,0.0
WAIVTHFYHCTICS-UHFFFAOYSA-N,523,327,4884835,COc1ccc(C(CNC(=O)Cc2ccccc2F)N2CCCCC2)cc1,0.18487402069184236,0.5,2.704544414238851,46,0.5,0.0
RSZQMWTWSFVOAU-UHFFFAOYSA-N,523,327,18578168,CN1CCN(C(CNC(=O)Nc2ccc(Cl)cc2)c2ccc(F)cc2)CC1,0.14903417799887056,0.4,2.683948107547729,47,0.4,0.0
WREGPFATGCSOLQ-UHFFFAOYSA-N,523,327,24979839,CCCCOc1ccc(C(=O)NCC(=O)NCC(c2ccc(OC)cc2)N2CCCC2)cc1,0.18699084158153825,0.5,2.6739277483917445,48,0.5,0.0
VESPHOAVJYZIDP-UHFFFAOYSA-N,523,327,4883248,COc1ccc(C(CNC(=O)c2cc3ccccc3o2)N2CCCCC2)cc1,0.2654640045619307,0.7,2.636892339340475,49,0.7,0.0
ZBTFNMAUBVSRGO-UHFFFAOYSA-N,523,327,18578202,Cc1ccc(C(CNC(=O)Nc2ccc(Cl)cc2)N2CCN(C)CC2)cc1,0.23225959024755946,0.6,2.583316363214434,50,0.6,0.0
PFQBFNZJYJLJEQ-UHFFFAOYSA-N,523,327,24978857,COc1ccc(C(CNC(=O)CCNC(=O)c2ccccc2OC)N2CCCC2)cc1,0.19623750208020696,0.5,2.5479329623531286,51,0.5,0.0
WGEWNKRZACJOQT-UHFFFAOYSA-N,523,327,16297547,COc1ccc(C(CNC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCC3)c2)N2CCCC2)cc1,0.3532707511913187,0.9,2.5476210440999476,52,0.9,0.0
CRAOTSUSWDADJO-UHFFFAOYSA-N,523,327,16438224,COc1ccc(C(CNC(=O)COc2ccc(Cl)c(C)c2)N2CCCCC2)cc1,0.19662719055014952,0.5,2.5428833041912156,53,0.5,0.0
XOJAQUUBUVHZLF-UHFFFAOYSA-N,523,327,24819726,COc1ccc(C(CNC(=O)c2ccc(C)c(S(=O)(=O)Nc3ccccc3OC)c2)N2CCCC2)cc1,0.31659527368998674,0.8,2.5268854796087954,54,0.8,0.0
UZBJTGIJVASBQZ-UHFFFAOYSA-N,523,327,24980143,COc1ccc(C(CNC(=O)c2ccc(Cl)c(NC(=O)c3cccs3)c2)N2CCCC2)cc1,0.4357025245002827,1.1,2.5246583119104384,55,1.1,0.0
JUJOIIRNEAIGDF-UHFFFAOYSA-N,523,327,4966753,COc1ccc(C(CNC(=O)c2oc3ccc(Br)cc3c2C)N2CCCCC2)cc1,0.3615696562101192,0.9,2.489146930728563,56,0.9,0.0
FWYWQUIPIDSQHB-UHFFFAOYSA-N,523,327,17014764,COc1ccc(C(CNC(=O)c2ccco2)N2CCCC2)cc1,0.7303451396581968,1.8,2.4645881820236446,57,1.8,0.0
SHRMCPUYMSPURX-UHFFFAOYSA-N,523,327,16291986,COc1ccc(C(CNC(=O)Cc2ccccc2Cl)N2CCCCC2)cc1,0.3351389897296865,0.8,2.3870693190465757,58,0.8,0.0
GWWIBRFSRCTQIQ-UHFFFAOYSA-N,523,327,24981985,COc1ccc(C(CNC(=O)C(C)Oc2ccc(Br)cc2)N2CCCC2)cc1,0.12803434764189475,0.3,2.3431212446138594,59,0.3,0.0
BVDVXDNTAWKROK-UHFFFAOYSA-N,523,327,18157903,COc1ccc(C(CNC(=O)c2ccco2)N2CCOCC2)cc1,0.5004854058594385,1.1,2.1978662856533635,60,1.1,0.0
LUHJHEYBVZADCJ-UHFFFAOYSA-N,523,327,24818172,COc1ccc(C(CNC(=O)c2cc3c(s2)CCCC3)N2CCOCC2)cc1,0.09181321565270742,0.2,2.178335641314643,61,0.2,0.0
XMCXIDPIQSHZLL-UHFFFAOYSA-N,523,327,25163750,COc1ccc(C(CNC(=O)COc2cccc(C(F)(F)F)c2)N2CCCC2)cc1,0.3276727881061896,0.7,2.1362774859813793,62,0.7,0.0
ZYUPNXSICJTJLE-UHFFFAOYSA-N,523,327,25162673,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)Nc3ccc(F)cc3)c2)N2CCOCC2)cc1,0.32952883954490514,0.7,2.124245031077501,63,0.7,0.0
FXAAXYFTTPOBPH-UHFFFAOYSA-N,523,327,20962594,CN(C)c1ccc(C(CNC(=O)c2ccco2)N2CCCC2)cc1,0.4719660474235472,1.0,2.1187964800836396,64,1.0,0.0
HTDXFNDEPHFQOJ-UHFFFAOYSA-N,523,327,18564919,CN(C)c1ccc(C(CNC(=O)c2ccc(-c3ccccc3)cc2)N2CCOCC2)cc1,0.14624170166707048,0.3,2.051398449143946,65,0.3,0.0
HCIBABMBDWIJNS-UHFFFAOYSA-N,523,327,49790796,CCN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)NCC(c2ccc(OC)cc2)N2CCCCC2)c1,0.34623330249334333,0.7,2.0217581467728922,66,0.7,0.0
HADBTEMVDIMDLW-UHFFFAOYSA-N,523,327,24979384,COc1ccc(C(CNC(=O)c2cccc(NS(=O)(=O)c3ccc(C)c(F)c3)c2)N2CCCC2)cc1,0.25180985598321654,0.5,1.9856252172803184,67,0.5,0.0
WQAPVZGVTCZQHG-UHFFFAOYSA-N,523,327,24983116,COc1ccc(C(CNC(=O)CCNC(=O)c2ccc(Br)cc2)N2CCOCC2)cc1,0.26269672575131175,0.5,1.903335485320579,68,0.5,0.0
DKNHXDQKHWQUII-UHFFFAOYSA-N,523,327,24981627,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccc(OC)cc3)N3CCCC3)c2)cc1,0.3166120720374408,0.6,1.8950635588179572,69,0.6,0.0
VYPGRZKTMIUBCH-UHFFFAOYSA-N,523,327,16290958,COc1ccc(C(CNC(=O)c2[nH]c(C)c(C(C)=O)c2C)N2CCOCC2)cc1,0.26567144755749256,0.5,1.8820238478649371,70,0.5,0.0
ALVFMOLHWZKVSE-UHFFFAOYSA-N,523,327,24982787,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccccc3OC)N3CCCC3)c2)cc1,0.656449984580005,1.2,1.8280143623855163,71,1.2,0.0
JVSKGOUMZDRGBJ-UHFFFAOYSA-N,523,327,24982310,CCOc1ccc(S(=O)(=O)NCCC(=O)NCC(c2ccc(OC)cc2)N2CCCCC2)cc1,0.16458637388493533,0.3,1.8227511361890398,72,0.3,0.0
PVCCCORJEFPTFT-UHFFFAOYSA-N,523,327,25162726,COc1ccc(C(CNC(=O)CCNS(=O)(=O)c2ccccc2C(F)(F)F)N2CCOCC2)cc1,0.1660863335486163,0.3,1.8062894976978037,73,0.3,0.0
NTFHALOPKOYXIS-UHFFFAOYSA-N,523,327,25161813,COc1ccc(C(CNC(=O)C(C)Oc2ccc(Br)cc2)N2CCCCC2)cc1,0.22186906186024416,0.4,1.8028651522940182,74,0.4,0.0
WMCRFTYKQKPIRV-UHFFFAOYSA-N,523,327,16323093,COc1ccc(C(CNC(=O)c2ccc(N3CCCC3=O)cc2)N2CCCC2)cc1,0.3968656938930052,0.7,1.7638208864400349,75,0.7,0.0
DJMYQSGVYGBXQY-UHFFFAOYSA-N,523,327,4409724,COc1ccc(C(CNC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)N2CCOCC2)cc1,0.28849373265827555,0.5,1.7331399035703015,76,0.5,0.0
RGDNNHVBAWSEKK-UHFFFAOYSA-N,523,327,4881398,COc1ccc(C(CNC(=O)c2cccc(Br)c2)N2CCCC2)cc1,0.2319568249279437,0.4,1.72445885187581,77,0.4,0.0
XMPPAXOHEQGMQN-UHFFFAOYSA-N,523,327,24982747,COc1ccc(C(CNC(=O)c2cc(S(=O)(=O)NCc3ccccc3)ccc2C)N2CCOCC2)cc1,0.4665070823658528,0.8,1.7148721428683675,78,0.8,0.0
DPACNILPOHARFR-UHFFFAOYSA-N,523,327,42905311,COc1ccc(C(CNC(=O)CCNS(=O)(=O)c2ccccc2)N2CCOCC2)cc1,0.3499622037182282,0.6,1.714470858924781,79,0.6,0.0
QNUIJOKKGPBZFB-UHFFFAOYSA-N,523,327,4848212,C=CCN(c1ccccc1OC)S(=O)(=O)c1cccc(C(=O)NCC(c2ccc(OC)cc2)N2CCCC2)c1,0.5257915391462932,0.9,1.711704987610288,80,0.9,0.0
YTEBGZCBMQNBSS-UHFFFAOYSA-N,523,327,24983103,COc1ccc(C(CNC(=O)c2ccc(NS(=O)(=O)c3ccc(F)c(C)c3)cc2)N2CCOCC2)cc1,0.23482782523634357,0.4,1.7033756523419579,81,0.4,0.0
WRILWZNSNIWCPH-UHFFFAOYSA-N,523,327,25162564,CCOc1ccc(S(=O)(=O)NCCC(=O)NCC(c2ccc(OC)cc2)N2CCCC2)cc1,0.2425463971370938,0.4,1.6491690032151216,82,0.4,0.0
KAPCIHAMZANHDE-UHFFFAOYSA-N,523,327,25163195,COc1ccc(C(CNC(=O)CNC(=O)c2cc(OC)c(OC)c(OC)c2)N2CCOCC2)cc1,0.18254975680658467,0.3,1.6433875631938328,83,0.3,0.0
QVTTXLVAXUTUHE-UHFFFAOYSA-N,523,327,18578171,Cc1cccc(NC(=O)NCC(c2ccc(F)cc2)N2CCN(C)CC2)c1,0.31070755570677067,0.5,1.60923025789522,84,0.5,0.0
JDAHAPKVRGGYQN-UHFFFAOYSA-N,523,327,4877419,COc1ccc(C(CNC(=O)CN(C)S(=O)(=O)c2ccc(C)cc2)N2CCCC2)cc1,0.19194506608472583,0.3,1.5629471812918494,85,0.3,0.0
ILRGSNSXPKWXFL-UHFFFAOYSA-N,523,327,16305543,COc1ccc(C(CNC(=O)c2c(C)nn(Cc3ccccc3)c2Cl)N2CCOCC2)cc1,0.2647014259694997,0.4,1.511136551436977,86,0.4,0.0
LYKVGFLGNGFNOS-UHFFFAOYSA-N,523,327,16823356,Cc1ccc(C(CNC(=O)Nc2cccc(C)c2)N2CCN(C)CC2)cc1,0.21568404631808313,0.3,1.390923460131913,87,0.3,0.0
QVBFQIJMQQFORA-UHFFFAOYSA-N,523,327,25161567,COc1ccc(C(CNC(=O)CNC(=O)c2ccccc2)N2CCCC2)cc1,0.3599462452881469,0.5,1.3890963068658662,88,0.5,0.0
QYQCXCAJFNQCNJ-UHFFFAOYSA-N,523,327,18578247,COc1ccc(C(CNC(=O)C(=O)NC2CCCCC2)N2CCN(C)CC2)cc1,0.2163177058915521,0.3,1.3868490272839749,89,0.3,0.0
ZGASIIUDYVVCLC-UHFFFAOYSA-N,523,327,16303630,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)N(C)c3ccccc3)c2)N2CCCC2)cc1,0.2892311137295256,0.4,1.3829770761594478,90,0.4,0.0
DICBCOLAMXQRGX-UHFFFAOYSA-N,523,327,4881591,COc1ccc(C(CNC(=O)COc2ccc(F)cc2Br)N2CCCC2)cc1,0.29641974755458766,0.4,1.3494377594608045,91,0.4,0.0
PAIIHBQTFHVKNR-UHFFFAOYSA-N,523,327,25102500,COc1ccc(C(CNC(=O)CCNS(=O)(=O)c2ccc(Br)cc2)N2CCCC2)cc1,0.30359451444525204,0.4,1.3175468625673505,92,0.4,0.0
SRGZFSDZZKAZLG-UHFFFAOYSA-N,523,327,24980638,COc1ccc(C(CNC(=O)C(CC(C)C)NS(=O)(=O)c2ccc(C)cc2)N2CCOCC2)cc1,0.07785630175437756,0.1,1.2844175454863214,93,0.1,0.0
IKTRVBAQJFVCAU-UHFFFAOYSA-N,523,327,2998798,COc1ccc(C(CNC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)N2CCCC2)cc1,0.2360502171015899,0.3,1.2709160096679248,94,0.3,0.0
PFNGMXQLANQETA-UHFFFAOYSA-N,523,327,24978896,CCOc1ccc(S(=O)(=O)NCCC(=O)NCC(c2ccc(F)cc2)N2CCOCC2)cc1,0.40062819181279824,0.5,1.248039978758248,95,0.5,0.0
SNVTYGIWCNOKFY-UHFFFAOYSA-N,523,327,18578241,COc1ccc(C(CNC(=O)C(=O)NC2CCCC2)N2CCN(C)CC2)cc1,0.41222431371790585,0.5,1.2129318513273357,96,0.5,0.0
PNLNRPJAIUSQBH-UHFFFAOYSA-N,523,327,25161721,COc1ccc(C(CNC(=O)CNC(=O)c2cccc(C)c2)N2CCCCC2)cc1,0.1688536123592353,0.2,1.1844579290048052,97,0.2,0.0
NHNPJBFPCDYAQE-UHFFFAOYSA-N,523,327,19114492,COc1ccc(C(CNC(=O)COc2ccccc2C)N2CCCCC2)cc1,0.42676995990801314,0.5,1.171591365305494,98,0.5,0.0
ZCFOEJZBMVWSOE-UHFFFAOYSA-N,523,327,3000099,COc1ccc(C(CNC(=O)Cc2cc(OC)c(OC)c(OC)c2)N2CCCC2)cc1,0.26472662349068077,0.3,1.1332445374938307,99,0.3,0.0
WDJSPHAUBRJVIZ-UHFFFAOYSA-N,523,327,20962572,CN(C)c1ccc(C(CNC(=O)COc2ccc(Cl)cc2)N2CCCC2)cc1,0.26845552471556566,0.3,1.1175035429718065,100,0.3,0.0
IJVFHSIYLFIPHU-UHFFFAOYSA-N,523,327,18578163,COc1ccc(C(CNC(=O)c2ccc(Br)o2)N2CCN(C)CC2)cc1,0.26987696040264686,0.3,1.111617677746224,101,0.3,0.0
AMBKVPVJWUAHBG-UHFFFAOYSA-N,523,327,24979212,COc1ccc(C(CNC(=O)CSc2ccc(Br)cc2)N2CCOCC2)cc1,0.17994792512289232,0.2,1.1114326539937234,102,0.2,0.0
GYQDJQOVOLYZMO-UHFFFAOYSA-N,523,327,24982746,COc1ccc(C(CNC(=O)C(C)Oc2ccc(Br)cc2)N2CCOCC2)cc1,0.18143108643911918,0.2,1.1023469237015884,103,0.2,0.0
HHNOVFNLEVHXNT-UHFFFAOYSA-N,523,327,24981034,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)NCc3ccccc3)c2)N2CCOCC2)cc1,0.19160577265714554,0.2,1.04380988749162,104,0.2,0.0
UHMSDRVAWHLXFT-UHFFFAOYSA-N,523,327,24819908,COc1ccc(C(CNC(=O)C(C)(C)Oc2ccc(Cl)cc2)N2CCCCC2)cc1,0.3190148598992984,0.3,0.9403950652790884,105,0.3,0.0
SHRIMHQQFPRCFU-UHFFFAOYSA-N,523,327,18578228,Cc1ccc(C(CNC(=O)c2ccc(Br)o2)N2CCN(C)CC2)cc1,0.2156924454918102,0.2,0.9272461979091149,106,0.2,0.0
ILHXOXFKDOERGT-UHFFFAOYSA-N,523,327,24982880,COc1ccc(C(CNC(=O)CSc2ccccc2F)N2CCOCC2)cc1,0.2434912212039056,0.2,0.8213848491585454,107,0.2,0.0
HAZRCKAZGIPDTA-UHFFFAOYSA-N,523,327,2998590,COc1ccc(C(CNC(=O)c2cc(C)oc2C)N2CCOCC2)cc1,0.2484454457070932,0.2,0.8050057002686685,108,0.2,0.0
XQQHRBRVBRMJES-UHFFFAOYSA-N,523,327,16014039,COc1ccc(C(CNC(=O)c2oc3cc(C)c(Cl)cc3c2C)N2CCCCC2)cc1,0.3773040975705647,0.3,0.7951146089631135,109,0.3,0.0
WGGJRPYJHGGRQG-UHFFFAOYSA-N,523,327,25162243,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccc(OC)cc3)N3CCCCC3)c2)cc1,0.1434576245089974,0.1,0.6970699559696681,110,0.1,0.0
SYZGBKACXPKNJR-UHFFFAOYSA-N,523,327,25162902,COc1ccc(C(CNC(=O)c2cc3c(s2)CCC(C)C3)N2CCOCC2)cc1,0.3319232282330355,0.2,0.6025489721363662,111,0.2,0.0
NEHVUHZXAHHLRK-UHFFFAOYSA-N,523,327,25162889,COc1ccc(C(CNC(=O)c2cc(S(=O)(=O)Nc3cccc(C)c3)ccc2C)N2CCOCC2)cc1,0.1823927088533851,0.1,0.548267530147733,112,0.1,0.0
PNZGFGFPMFMIKZ-UHFFFAOYSA-N,523,327,16301362,COc1ccc(C(CNC(=O)c2ccc(OCc3ccccc3)cc2)N2CCOCC2)cc1,0.19438145064149157,0.1,0.5144523804611147,113,0.1,0.0
PDZXXWQTJLYHCU-UHFFFAOYSA-N,523,327,3930035,COc1ccc(C(CNC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)N2CCOCC2)cc1,0.4183505350439774,0.2,0.47806799142488443,114,0.2,0.0
VMKINPWEXWCFBE-UHFFFAOYSA-N,523,327,16014018,COc1ccc(C(CNC(=O)COc2ccc(C)c(C)c2)N2CCCCC2)cc1,0.21836440197837526,0.1,0.4579501012710994,115,0.1,0.0
YHTAWLDNQYMTJE-UHFFFAOYSA-N,523,327,25163879,COc1ccc(C(CNC(=O)CCNS(=O)(=O)c2ccc(Br)cc2)N2CCOCC2)cc1,0.22567648706172883,0.1,0.44311217930580077,116,0.1,0.0
HRFMEEPBBXCOIB-UHFFFAOYSA-N,523,327,2997950,COc1ccc(C(CNC(=O)c2cc(=O)[nH]c3ccccc23)N2CCCC2)cc1,0.2415595772016468,0.1,0.41397654838799025,117,0.1,0.0
