inchi_key,gcm_cluster,cluster_size,cid,smiles,rscore_mean_all,rscore_mean_enriched,cpd_profile_score,cpd_profile_score_rank,rscore_x_dir_max_enriched,rscore_active,cluster_size,max_cpds_tested,num_assays,num_assays_enriched,fract_assays_enriched,num_assays_enriched_up,num_assays_enriched_down,gcm_conclusion
NITXILIYZADBDB-GOSISDBHSA-N,5990,36,16682618,NC1=NC[C@@H](Cc2ccc(O)cc2)N1CCCCC1CCCCC1,0.7636783347561132,12.3,16.106257622102248,1,12.3,1.0,36,36,52,1,0.0192307692307692,0,1,yes
PJPLGCMBBHFWFF-UHFFFAOYSA-N,5993,36,17536473,CC(=O)N1CCN(C(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC1,0.6098668922526531,6.52006758522879,10.690968255623366,1,6.52006758522879,1.0,36,18,39,1,0.0256410256410256,1,0,yes
ULVRUFZFMLYNJC-UHFFFAOYSA-N,5995,36,2965198,Cl.O=C(OC1CN2CCC1CC2)C(CO)(c1ccccc1)c1ccccc1,0.7065448113739858,9.533333333333331,13.492892708099136,1,9.8,1.0,36,24,48,3,0.0625,3,0,yes
PVFJIOXYWPTUOR-OVCLIPMQSA-N,5999,35,5987208,C/C(=N\Nc1ccc(C(=O)O)cc1)c1ccc(Cl)s1,0.5753347231307744,9.367913197167802,16.282544439853776,1,9.367913197167802,1.0,35,22,75,1,0.0133333333333333,0,1,yes
LAIMIWRMMPQDAT-UHFFFAOYSA-N,6026,35,49789696,Cc1nc2c(OCc3ccc(F)cc3)cccn2c1N(C)C(=O)CCC1CCCC1,0.4355267703184184,4.1,9.41388745633809,1,4.1,1.0,35,35,50,1,0.02,1,0,yes
PVOLDIUJWJNILF-UHFFFAOYSA-N,6038,35,51361140,O=C(c1[nH]c(C(F)(F)F)nc1-c1ccccc1)N1CCN(c2ccccc2)CC1,0.9099206278082796,6.5,7.143480212836269,1,6.5,1.0,35,35,46,1,0.0217391304347826,1,0,yes
HCWAMVQMVMQQNI-UHFFFAOYSA-N,6067,35,246230,ClCCn1cnc2c(SCc3ccccc3)ncnc21,1.1470929779827308,10.309960846442598,8.98790337342455,1,12.429882539327792,1.0,35,34,56,3,0.0535714285714285,1,2,yes
CBDIQTNMPYCESL-UHFFFAOYSA-N,6094,35,16413299,CS(=O)(=O)c1ccc(-c2csc(-c3cccnc3)n2)cc1,0.1632930765592598,3.0726755286710388,18.81693696643624,1,3.0726755286710388,1.0,35,28,74,1,0.0135135135135135,0,1,yes
UIHFOPBBYVFKPK-UHFFFAOYSA-N,6100,35,20954919,O=C(Nc1ccc(C(=O)NCC2CCN(Cc3ccccc3F)CC2)cc1)C1=CSCCO1,104.92960942667084,2616.008496135503,24.93108008720529,1,5231.34250252081,1.0,35,33,83,2,0.0240963855421686,1,1,yes
BVCKJIYVMVKOSK-UHFFFAOYSA-N,6120,35,6603678,COc1cccc(OC)c1OCCCCCc1c(C)n[nH]c1C.Cl,0.3598360945552821,4.6,12.783598059236091,1,4.6,1.0,35,23,83,1,0.0120481927710843,1,0,yes
ZTQXZKHEMCRFEP-UHFFFAOYSA-N,6122,35,22416235,O=c1c2cc(F)ccc2sn1-c1ccccc1,0.5276514955061229,3.95,7.486001714467166,1,4.3,1.0,35,33,27,2,0.074074074074074,2,0,yes
JWLHPQXNDPTEBS-UHFFFAOYSA-N,6179,34,9104614,Cc1nc2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc2s1,0.4459734040121439,3.7374716527886713,8.380481031301363,1,7.4,1.0,34,26,51,2,0.0392156862745098,2,0,yes
IAOJTCOWDUQPLG-UHFFFAOYSA-N,6208,34,2809860,COC(=O)c1cc(NC(=O)c2cc(C(C)(C)C)nn2Cc2ccc(F)cc2)ccc1N1CCOCC1,0.4873433721546422,5.7,11.696065496487956,1,5.7,1.0,34,22,43,1,0.0232558139534883,1,0,yes
PWNAVGGHTMLMSI-UHFFFAOYSA-N,6215,34,978866,Cc1ccc(C(=O)CSc2nn3c(=O)c(C(C)(C)C)nnc3s2)cc1,0.4134948790825689,3.7,8.948115653111062,1,3.7,1.0,34,20,49,1,0.0204081632653061,1,0,yes
AJKPLWBCFKHPAD-UHFFFAOYSA-N,6226,34,4883739,COc1ccc(C(CNC(=O)Cc2ccc(-c3ccccc3)cc2)N(C)C)cc1,0.4191244803017078,4.4,10.498074454712476,1,4.8,1.0,34,28,48,2,0.0416666666666666,2,0,yes
IMNULWKUPKJKSU-UHFFFAOYSA-N,6249,34,4356242,CN(CC#CC(O)(c1ccccc1)c1ccccc1)C(C)(C)C,0.5321774532674479,7.425,13.952113067572098,1,9.5,1.0,34,22,72,4,0.0555555555555555,4,0,yes
FMZDFCXQOCGGJK-UHFFFAOYSA-N,6273,33,20865014,COc1ccccc1-c1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)[nH]n1,0.3171542358008756,6.7,21.125368176405427,1,6.7,1.0,33,14,98,1,0.010204081632653,1,0,yes
WWEGGMVJPPJCGT-UHFFFAOYSA-N,6325,33,3682487,CC1Cc2ccccc2N1C(=S)NC(=O)c1cccc(Br)c1,0.6822415456420668,7.6,11.139749621737762,1,8.0,1.0,33,21,81,2,0.0246913580246913,2,0,yes
ZEIYLLYILJYKTK-UHFFFAOYSA-N,6395,33,4974204,Cc1c(C)n(CCCN(C)C)c2ncnc(Nc3ccccc3)c12,0.4638664821822806,3.9111628631826574,8.431656550786807,1,4.796371556949914,1.0,33,33,69,3,0.0434782608695652,2,1,yes
BWHAAJZHNHZCTK-KPKJPENVSA-N,6453,32,2319604,CCN(CC)S(=O)(=O)c1ccc(/C=C/C(=O)Nc2ccc(F)cc2F)cc1,0.2757496661095932,4.5,16.319149406373285,1,4.5,1.0,32,21,61,1,0.0163934426229508,1,0,yes
WFFCFEZOSVGLIF-UHFFFAOYSA-N,6462,32,1340378,S=C(NCCC(c1ccccc1)c1ccccc1)Nc1ccccc1Cl,0.3246684881648079,4.2,12.936272392003747,1,4.2,1.0,32,26,87,1,0.0114942528735632,1,0,yes
MTCSBQUPURGFIT-UHFFFAOYSA-N,6492,32,4206235,COc1ccc(C(CCNCc2ccc(OC)c(OC)c2)CCC(C)C)cc1,0.5210927356459266,4.61418999243873,8.854834613495727,1,10.0,1.0,32,27,67,4,0.0597014925373134,4,0,yes
RUUTWTNSTRXECO-UHFFFAOYSA-N,6494,32,2379308,Cn1nnnc1SCc1nc2ccccc2s1,0.3814676283206156,3.7480723896296415,9.825400928855396,1,7.644217168888926,1.0,32,18,102,3,0.0294117647058823,1,2,yes
QYNZGJLWUKHLGP-UHFFFAOYSA-N,6525,32,759325,Cc1nc([N+](=O)[O-])c(Br)n1Cc1ccccc1,0.3346153846153846,3.6,10.758620689655173,1,3.7,1.0,32,21,26,2,0.0769230769230769,2,0,yes
FIEPNTXWDAOXCG-UHFFFAOYSA-N,6537,32,2810697,Cn1nc(C(F)(F)F)c(-c2cccc(C(F)(F)F)c2)c1NC(=O)Nc1ccc(F)cc1,0.4591601037749739,8.8,19.16542819737823,1,8.9,1.0,32,24,95,2,0.0210526315789473,2,0,yes
DKJHVZIJRBLNRV-UHFFFAOYSA-N,6553,32,24789469,CC1CCC(=O)N(CCSc2ccccc2)CC1,1.0450112143773571,10.417119475250596,9.968428407208402,1,10.417119475250596,1.0,32,32,72,1,0.0138888888888888,0,1,yes
UXSXTVTUPXTYOI-UHFFFAOYSA-N,6583,31,46902906,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4ccno4)c3)cc2C(F)(F)F)CC1.O=C(O)C(F)(F)F,0.6559425986943135,4.0,6.09809457102222,1,4.8,1.0,31,24,27,2,0.074074074074074,2,0,yes
WJQZRUVUXCVKFW-UHFFFAOYSA-N,6637,31,2350005,COc1ccccc1CNC(=S)NC1CCCCC1,0.5328133735922067,4.6,8.63341692980974,1,4.6,1.0,31,26,30,1,0.0333333333333333,0,1,yes
WPRVJSRPCSZZTM-UHFFFAOYSA-N,6649,31,1901314,CCCCn1c(NC(=O)c2ccc(Br)o2)c(C(=O)OCC)c2nc3ccccc3nc21,0.4212607067328753,4.9,11.631751838433695,1,4.9,1.0,31,16,61,1,0.0163934426229508,1,0,yes
SRWLVUSPLVSADH-SNAWJCMRSA-N,6676,31,5303784,Cc1noc(/C=C/c2cccnc2)c1[N+](=O)[O-],0.7586842926908659,4.721428251372572,6.223179123198705,1,4.721428251372572,1.0,31,13,41,1,0.024390243902439,0,1,yes
KSHYDMGICWRWSL-UHFFFAOYSA-N,6707,31,251365,c1csc(-c2ccc3ccccc3n2)c1,1.0307930432793906,9.96745964178654,9.66970014667136,1,9.96745964178654,1.0,31,19,20,1,0.05,0,1,yes
UYPMUBFBYLWPON-UHFFFAOYSA-N,6720,31,663831,COc1cc2c(cc1OC)-c1cc(N3CCCc4ccccc43)nc(=O)n1CC2,0.307436040782174,4.1,13.336107209710493,1,4.1,1.0,31,31,52,1,0.0192307692307692,1,0,yes
DBYCDKBEVKWZNL-UHFFFAOYSA-N,6732,31,2303647,NNc1nc(-c2ccccc2)cc(-c2ccccc2)n1,0.333280418538853,4.4,13.20209575855132,1,4.5,1.0,31,21,52,2,0.0384615384615384,2,0,yes
VZWSAXKPPPSKJI-UHFFFAOYSA-N,6756,30,3242918,CCOc1ccc(-c2cc(CCCC(=O)NCCCOC)no2)cc1,0.4157667909633002,4.949357463209881,11.904167362050714,1,6.9,1.0,30,17,98,3,0.0306122448979591,2,1,yes
WSRBTYPEPFHIJJ-GIJQJNRQSA-N,6774,30,9643441,CC1(C)C2CC=C(/C=N/NC(=S)Nc3cccnc3)C1C2,0.2983123038930304,4.1,13.743985569801332,1,4.1,1.0,30,15,102,1,0.0098039215686274,0,1,yes
MHKDIKTWPMORCP-UHFFFAOYSA-N,6810,30,22550134,Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)NC(=O)C(C)S3)cc1,0.306645698139819,4.6,15.001025704598572,1,4.6,1.0,30,21,103,1,0.0097087378640776,1,0,yes
RPJCNPVTJKMYEB-MBCWZBCWSA-N,6825,30,16405539,O=C(NCCCN1CCOCC1)c1ccccc1N1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)C(c3ccc(F)cc3)N2C1=O,0.4904957365983022,6.6,13.455774449279575,1,6.6,1.0,30,29,46,1,0.0217391304347826,1,0,yes
KVJBPXXDWSUHBO-UHFFFAOYSA-N,6828,30,6473670,CCSc1ccccc1C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C,0.3479337290347251,5.2,14.945374840278909,1,5.2,1.0,30,27,43,1,0.0232558139534883,1,0,yes
AULQYWKIJVZYFH-RGVLZGJSSA-N,6853,30,135468602,COc1ccc2nc(C)cc(N/N=C/c3cccc(OC)c3O)c2c1,0.5610996885246299,5.80058282257705,10.337882806225135,1,7.901165645154101,1.0,30,24,49,2,0.0408163265306122,2,0,yes
UPSVRHXPJZODJX-UHFFFAOYSA-N,6861,30,16457973,CC1c2cc3c(cc2CCN1CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)OCCCO3,0.4118120621221457,9.7,23.55443390855056,1,9.7,1.0,30,30,94,1,0.0106382978723404,1,0,yes
ICYGBHBENYRPIZ-UHFFFAOYSA-N,6884,30,973637,CCn1cc(Br)c(C(=O)Nc2cccc(Cl)c2)n1,0.4457405674393021,4.469824929187686,10.027862069782003,1,4.7,1.0,30,25,68,2,0.0294117647058823,1,1,yes
AWLKTAVLOGNGLF-UHFFFAOYSA-N,6921,30,4961656,CC(C)Cn1c(-c2ccc(Br)cc2)c[nH]c1=S,0.4084868625655974,8.3,20.318890913332947,1,8.3,1.0,30,23,70,1,0.0142857142857142,1,0,yes
VSTGUUOEJGWDFA-UHFFFAOYSA-N,6958,29,24402114,Nc1c(N(CCC2=CCCCC2)C(=O)COc2ccc(F)cc2)c(=O)[nH]c(=O)n1Cc1ccccc1,0.5924485685726105,4.735997597799574,7.993938797438633,1,5.5,1.0,29,29,27,2,0.074074074074074,2,0,yes
SGJMISOKPTWCGI-UHFFFAOYSA-N,6963,29,24792090,CCc1cc(C(=O)NC2CCCc3c2cnn3-c2cccc(C)c2C)n(C)n1,1.0157894736842106,7.199999999999999,7.088082901554403,1,8.6,1.0,29,28,42,5,0.119047619047619,5,0,yes
FRATWCAITIPTJT-UHFFFAOYSA-N,6965,29,44142498,COc1ccc(-c2sc3ccc(N4CCOCC4)cc3c2C#CC(C)(C)O)cc1,1.2490208770152524,7.033701660381275,5.631372373206043,1,14.3,1.0,29,29,50,3,0.06,1,2,yes
YUXQEHZRQQXVJP-UHFFFAOYSA-N,7004,29,1481466,O=C(NNS(=O)(=O)c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1,0.2216303724455534,3.7,16.694462763261186,1,3.7,1.0,29,17,103,1,0.0097087378640776,1,0,yes
QCQWNVYGTJDGSY-UHFFFAOYSA-N,7021,29,2477145,S=C(Nc1cccnc1)Nc1cccc2cnccc12,0.5231383392632817,4.9,9.366547301619123,1,4.9,1.0,29,26,43,1,0.0232558139534883,1,0,yes
DDFJWWONBPVCPM-UHFFFAOYSA-N,7026,29,367790,CCOc1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,0.6967165882498392,9.828279217142905,14.106566978449107,1,9.828279217142905,1.0,29,18,51,1,0.0196078431372549,1,0,yes
LNOFOMVIGAWPSJ-UHFFFAOYSA-N,7027,29,718633,S=c1[nH]cnc2scc(-c3ccccc3)c12,0.3900002319309619,4.3,11.025634468753823,1,6.0,1.0,29,25,80,2,0.025,2,0,yes
PRNUSDXNXCLDJY-UHFFFAOYSA-N,7048,29,2970957,CC(C)(C)c1cc(NC(=O)C2CCCO2)no1,0.4043829106515549,8.382944038151301,20.730213412442254,1,8.382944038151301,1.0,29,22,85,1,0.0117647058823529,0,1,yes
ZANLGDBFAYQCAI-UHFFFAOYSA-N,7084,29,3598383,CCCCCc1ccc(S(=O)(=O)NCCc2ccncc2)cc1,0.6175765355617816,7.7,12.468090279685994,1,7.7,1.0,29,21,47,1,0.0212765957446808,1,0,yes
ASWOJJNCTDGAKT-RCIYGFKVSA-N,7085,29,56642831,CC(C)O.COc1cc(/C=N/NC(=O)c2ccc(O)cc2)ccc1Oc1ccc([N+](=O)[O-])cn1,0.3280343498974489,3.344345011388905,10.195106129691672,1,3.3724487509804084,1.0,29,16,93,2,0.021505376344086,1,1,yes
WNVMQFIRNJVNDT-UHFFFAOYSA-N,7095,29,2732369,CC(C)(CC(=O)O)CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.3148839356573374,3.8,12.067938594794592,1,3.8,1.0,29,9,77,1,0.0129870129870129,1,0,yes
ZKAIZZWDCBQPSG-UHFFFAOYSA-N,7099,29,45280826,CC(C)(C)OC(=O)N(CCc1ccccc1)Cc1cccc(OCc2cccc(NC(=O)C3CC3)c2)c1,0.3493552393866791,3.1,8.873489361265332,1,3.1,1.0,29,29,58,1,0.0172413793103448,1,0,yes
OMOPLUHUKHTSKG-UHFFFAOYSA-N,7103,29,2953159,Cc1ccc2c3c1C1(C(=O)N3C(C)(C)CC2C)C(C#N)=C(N)Oc2cc(O)ccc21,0.2507054574421684,3.1,12.365107770799504,1,3.1,1.0,29,23,75,1,0.0133333333333333,1,0,yes
NQHIUZMHBFTPFS-UHFFFAOYSA-N,7135,29,4209002,S=C1N(c2ccccc2)C(c2ccc(Br)cc2)N2CCCN12,0.4948835208096148,7.7,15.559216818137385,1,7.7,1.0,29,23,101,1,0.0099009900990099,1,0,yes
CRECRUZAJKYIOX-UHFFFAOYSA-N,7164,28,2948943,Cl.Clc1ccc(OCCOCCN2CCc3ccccc3C2)c(Cl)c1,0.4488335739969762,5.631559554481808,12.547099594915212,1,7.5,1.0,28,22,83,3,0.036144578313253,3,0,yes
QTKRXJOKZCYAGZ-YVLHZVERSA-N,7172,28,5394508,NC(=S)N/N=C\c1ccccc1OCc1ccccc1,0.4944658374442039,3.541071188529429,7.16140715975956,1,4.721428251372572,1.0,28,17,78,3,0.0384615384615384,2,1,yes
OOWLWBJLTYJHEZ-UHFFFAOYSA-N,7179,28,17383728,Cc1ccc(C(C)NC(=S)NCc2ccc(F)cc2)cc1C,0.2652249768608899,1.9666666666666668,7.415088465435818,1,5.0,1.0,28,21,91,3,0.0329670329670329,3,0,yes
JAIOUXTUVLHWRR-UHFFFAOYSA-N,7236,28,2183703,COc1ccc(OCCCSc2ncccn2)cc1,0.5407899260869993,5.141075158117047,9.506603045135089,1,10.020990574341786,1.0,28,17,100,4,0.04,0,4,yes
JXFLBGVQIPHSBV-UHFFFAOYSA-N,7243,28,692974,CCOc1ccc(-c2nnc(-c3ccco3)o2)cc1,0.3770674589535039,3.7244897501960814,9.87751571173196,1,6.1,1.0,28,15,107,2,0.0186915887850467,1,1,yes
NALLIQHEIUUBPK-UHFFFAOYSA-N,7251,28,2096996,O=S(=O)(Nc1nc2ccccc2nc1N1CCc2ccccc2C1)c1ccc(Cl)cc1,0.433624284223246,3.5,8.071503666519906,1,3.5,1.0,28,23,50,1,0.02,1,0,yes
VZAGUJDYNMRTEI-UHFFFAOYSA-N,7261,28,1975937,COc1ccc(Cl)cc1NC(=S)NCCSc1ccc(C)cc1,0.3928494224348692,10.0,25.455045696695425,1,10.0,1.0,28,22,100,1,0.01,1,0,yes
GRFXYHJMEXUQOO-UHFFFAOYSA-N,7269,28,2177601,Fc1ccc(NC(=S)NCCc2ccccn2)cc1,0.2409746712258257,7.0,29.04869613221738,1,7.0,1.0,28,22,96,1,0.0104166666666666,1,0,yes
KQIHSDIGUBVIJR-UHFFFAOYSA-N,7278,28,1487220,COc1ccc(Sc2nc(-c3ccccn3)ncc2OC)cc1,0.549983655011138,4.23424729752452,7.698860246017258,1,8.0,1.0,28,26,91,4,0.0439560439560439,3,1,yes
YTPPDEUSISZRMO-UHFFFAOYSA-N,7283,28,2916909,Nc1c(C(=O)c2ccc(Br)cc2)oc2ccccc12,0.2328305478060486,4.0,17.179876256323805,1,4.0,1.0,28,18,64,1,0.015625,1,0,yes
CHADEQDQBURGHL-UHFFFAOYSA-N,7304,28,65047,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,2.7292204157433706,4.6,1.685462989161715,1,4.6,1.0,28,20,27,1,0.037037037037037,1,0,yes
MIGWOHWMEGTJLT-UHFFFAOYSA-N,7339,28,4962012,Cc1c(C#N)c(NC(=O)CCl)n(Cc2ccc(F)cc2)c1C,0.6830851817376012,6.359474787563056,9.309929358130873,1,6.359474787563056,1.0,28,14,92,2,0.0217391304347826,1,1,yes
KJXHKRHIFNEKCK-RRABGKBLSA-N,7370,27,16194743,COc1cccc2sc(N(CCN(C)C)C(=O)/C=C/c3cccs3)nc12.Cl,0.5706030731250301,4.432361215574252,7.767853739902723,1,4.528716894173692,1.0,27,22,37,2,0.054054054054054,1,1,yes
PNMGWKUTSZIXNN-KRWDZBQOSA-N,7383,27,25102675,Cc1cccc(CCN2C(N(C)C)=NC[C@@H]2CC(C)C)c1,0.5948160833229922,5.272675528671039,8.86437955613906,1,6.1453510573420775,1.0,27,27,54,2,0.037037037037037,1,1,yes
JEAZGAFRTMUSHS-UHFFFAOYSA-N,7402,27,17178068,Cc1cc(Cl)ccc1OCc1nnc(-c2ccccc2C)o1,1.1600046336198235,9.287616798334934,8.006534223361413,1,10.406413288739548,1.0,27,24,37,2,0.054054054054054,0,2,yes
ARCJREXDSBHEON-UHFFFAOYSA-N,7405,27,54691642,Cc1ccc(NC(=O)CSc2sc3c(O)cc(=O)[nH]c3c2C#N)c(F)c1,0.2605252898157196,4.0,15.35359581724049,1,4.0,1.0,27,27,71,1,0.0140845070422535,1,0,yes
HQOIOCGVQBGENM-UHFFFAOYSA-N,7408,27,2788823,O=C(COc1ccccc1)NNc1c2ccccc2nc2ccccc12,0.2668458766750649,4.1,15.364674362169447,1,4.1,1.0,27,23,51,1,0.0196078431372549,1,0,yes
PMBFIRUYCVGUBT-UHFFFAOYSA-N,7417,27,24747167,CC1(C)CC(=O)C=C(c2cccs2)C1,0.2875455199093417,3.8,13.215298924490552,1,3.8,1.0,27,26,72,1,0.0138888888888888,1,0,yes
WTLRYMVEKXDCER-AWEZNQCLSA-N,7423,27,665330,CC(C)(C)OC(=O)N1CCC[C@H]1c1nnc(SCc2ccccc2Cl)o1,0.1604334728803771,3.5,21.81589625383027,1,3.5,1.0,27,23,83,1,0.0120481927710843,1,0,yes
WLKUKVVCHULREC-QGOAFFKASA-N,7449,27,5732879,COc1ccc(C(=O)N/C(=C/c2cccs2)c2nc3ccccc3[nH]2)cc1OC,0.2522393339153648,6.3,24.976279084664373,1,6.3,1.0,27,17,107,1,0.0093457943925233,1,0,yes
ZDZOTLJHXYCWBA-BSEPLHNVSA-N,7475,27,11970251,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0.5991867031755889,5.492273680168094,9.16621422181094,1,5.492273680168094,1.0,27,19,58,3,0.0517241379310344,3,0,yes
KPDBOOSYEYBVRM-TXHMWKTDSA-N,7479,27,46903218,C#CCN(C[C@@H]1[C@@H](OC(=O)NCc2ccc(OC)c(OC)c2)[C@@H](OC(=O)NCc2ccc(OC)c(OC)c2)Cn2c(=O)ccc(=O)n21)S(=O)(=O)c1ccc(C)cc1,1.1429261064923784,5.496825112331175,4.809431756879578,1,8.39365022466235,1.0,27,27,18,2,0.1111111111111111,2,0,yes
WUXNVBAJRVBEKG-ZRDIBKRKSA-N,7484,27,16187665,O=C1/C(=C/c2cccs2)CCC1C1CCCC1,0.7625530346141196,6.821314862527257,8.945364522716899,1,9.742629725054512,1.0,27,23,44,2,0.0454545454545454,1,1,yes
BZFDBHCAHWUIQI-RIYZIHGNSA-N,7489,27,5758850,COc1cc(/C=C2/SC(=S)N(CC3CCCO3)C2=O)ccc1O,0.4692360596483597,5.8,12.360516377079918,1,5.8,1.0,27,16,88,1,0.0113636363636363,1,0,yes
SXOAVNSQLUICEW-UHFFFAOYSA-N,7505,27,2764841,Cc1cccc(-c2cnn(-c3ccccc3)c2N)c1,0.4145472489494058,6.22029436291942,15.005031100034117,1,7.269500641002214,1.0,27,21,86,2,0.0232558139534883,0,2,yes
NETWVFJUARMYDT-UHFFFAOYSA-N,7507,27,5776408,COc1cc(-c2nc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc3c2[nH]c2ccccc23)cc(OC)c1OC,0.4942310972697961,2.8370108705800785,5.740251647968199,1,6.576275064411797,1.0,27,27,64,4,0.0625,4,0,yes
LWNDVGCPPAOGCG-UHFFFAOYSA-N,7520,27,2468834,O=C(c1ccc(-c2nc3ccccc3s2)s1)N1CCOCC1,0.8394731301280517,5.949999999999999,7.0877789728569365,1,7.8,1.0,27,15,53,2,0.0377358490566037,1,1,yes
IHERPWPIEVHCEM-BIZGWHPPSA-N,7526,27,20840395,CN(C)CC/C=C1/c2cc(F)ccc2Sc2ccc(Cl)cc21.Cl,0.725893998116619,7.15,9.849923017067448,1,9.5,1.0,27,20,44,4,0.0909090909090909,4,0,yes
MBMQOYDWYCNDHY-UHFFFAOYSA-N,7529,26,3358174,COc1ccccc1CNCC(O)(c1ccc(F)cc1)c1ccc(F)cc1,0.5725476176736566,5.340778454045032,9.328094798028124,1,10.0,1.0,26,24,68,3,0.0441176470588235,3,0,yes
HNUMOQZRCCVJSE-UHFFFAOYSA-N,7547,26,56588032,Cc1ccc(C(=O)NCCN2CCC3(CC2)C(=O)NCN3c2ccccc2)cc1.O=C(O)C(F)(F)F,0.5155018008437023,8.9,17.26473115211956,1,8.9,1.0,26,22,20,1,0.05,1,0,yes
ZWLHRSVCWBAVJF-DKIIUIKKSA-N,7548,26,53361873,O=C(N[C@@H](Cc1cccnc1)C(=O)N1CCC[C@H]1C(=O)NCCc1ccccc1Cl)c1ccccc1.O=C(O)C(F)(F)F,0.4176409101335202,6.9,16.521369991733003,1,6.9,1.0,26,26,21,1,0.0476190476190476,1,0,yes
WIDPOHRLLYCPBJ-UHFFFAOYSA-N,7575,26,2272266,C=CCNC(=O)c1ccc(CN2CCC(Cc3ccccc3)CC2)cc1,0.3377429939285541,3.266666666666667,9.672048644649886,1,7.1,1.0,26,20,77,3,0.0389610389610389,3,0,yes
QWCABAZTVBRKEU-UHFFFAOYSA-N,7588,26,1475499,O=C(NC(=S)Nc1ccc(C(F)(F)F)cc1)c1csnn1,0.4791252066576482,6.5,13.566391226509772,1,8.5,1.0,26,12,82,3,0.0365853658536585,3,0,yes
CRSFLLTWRCYNNX-QBNNUVSCSA-N,7590,26,5273568,COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,0.2833494804091443,4.3,15.175605735330755,1,4.3,1.0,26,16,65,1,0.0153846153846153,1,0,yes
PAULOUDDOAAIHU-UHFFFAOYSA-N,7603,26,2967728,CCOc1cc(CNCCc2ccc(S(N)(=O)=O)cc2)ccc1OCc1ccccc1.Cl,0.5031015396244212,6.295237668496763,12.512857092817342,1,6.295237668496763,1.0,26,19,64,1,0.015625,1,0,yes
OPTPOABBDMHNCB-UHFFFAOYSA-N,7605,26,1814625,CCOc1cc(CNc2ccc(Br)cc2)cc(Br)c1OCC(=O)NC(C)(C)C,0.4859941946884272,5.648851657892184,11.623290400647038,1,5.648851657892184,1.0,26,19,79,1,0.0126582278481012,1,0,yes
GOSBRHAOIOBHOV-UHFFFAOYSA-N,7628,26,46944165,Cc1ccccc1-c1csc(C(O)(c2ccccc2)C(F)(F)F)n1,0.4335835450334314,5.7,13.146255353303369,1,5.7,1.0,26,26,47,1,0.0212765957446808,0,1,yes
NFBAQDJBMHICPL-UHFFFAOYSA-N,7641,26,49789972,COc1cc(OC)nc(C(NC(=O)C2CCN(Cc3c[nH]c4ccccc34)CC2)c2ccc(Cl)cc2)n1,3.1503596202376096,34.8,11.046357938455063,1,34.8,1.0,26,26,27,1,0.037037037037037,0,1,yes
FELHINBSEBGECH-ZNTNEXAZSA-N,7649,26,5389294,Cc1c(/C(O)=C2\C(=O)C(=O)N(CCCN(C)C)C2c2ccccc2)cnn1-c1ccccc1,0.655722273013776,3.533333333333333,5.388460143489898,1,4.6,1.0,26,21,42,3,0.0714285714285714,3,0,yes
AMTKNUDRCUERFP-DXRQPORESA-N,7685,26,15621809,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,0.5261765381447895,6.2,11.783117548076476,1,6.2,1.0,26,12,42,1,0.0238095238095238,1,0,yes
FPAFCSJYTBJZEP-UHFFFAOYSA-N,7698,26,1381834,N#CC1=C(N)NC(SCC(=O)c2ccc(Cl)cc2)=C(C#N)C12CCCC2,0.5927165482513916,4.746756509145662,8.008476434729806,1,10.0,1.0,26,17,57,4,0.0701754385964912,4,0,yes
XWQWACGTGFICFO-UHFFFAOYSA-N,7727,26,25102587,CCN(CC)CCOC(=O)C1(c2ccc([N+](=O)[O-])cc2)CCCC1.Cl,0.4865192008328082,7.266666666666667,14.936032646250789,1,9.1,1.0,26,18,86,4,0.0465116279069767,4,0,yes
GMYAASXVXLUOGB-UHFFFAOYSA-M,7728,26,12004730,Cc1c(CCOC(=O)c2ccccc2)sc[n+]1Cc1ccccc1.[Cl-],0.8833988830711551,6.005466482100839,6.798136829449803,1,9.4,1.0,26,23,37,4,0.1081081081081081,4,0,yes
