gcm_cluster,cluster_size,max_cpds_tested,num_assays,num_assays_enriched,fract_assays_enriched,num_assays_enriched_up,num_assays_enriched_down,gcm_conclusion
10996,16,12,73,5,0.0684931506849315,5,0,yes
11005,16,16,22,2,0.0909090909090909,0,2,yes
11027,15,9,22,3,0.1363636363636363,3,0,yes
11031,15,9,53,4,0.0754716981132075,3,1,yes
11051,15,9,68,2,0.0294117647058823,0,2,yes
11075,15,15,108,1,0.0092592592592592,1,0,yes
11079,15,9,54,1,0.0185185185185185,0,1,yes
11119,15,11,83,1,0.0120481927710843,1,0,yes
11146,15,14,87,4,0.0459770114942528,4,0,yes
11150,15,11,112,1,0.0089285714285714,0,1,yes
11154,15,15,47,2,0.0425531914893617,1,1,yes
11171,15,15,67,5,0.0746268656716417,5,0,yes
11181,15,12,59,1,0.0169491525423728,1,0,yes
11206,15,14,96,2,0.0208333333333333,0,2,yes
11214,15,12,88,2,0.0227272727272727,2,0,yes
11230,15,15,55,1,0.0181818181818181,1,0,yes
11247,15,11,102,1,0.0098039215686274,1,0,yes
11261,15,11,100,3,0.03,1,2,yes
11286,15,12,110,4,0.0363636363636363,1,3,yes
11300,15,8,109,1,0.0091743119266055,1,0,yes
11308,15,14,56,2,0.0357142857142857,1,1,yes
11326,15,12,95,3,0.031578947368421,1,2,yes
11342,15,10,45,1,0.0222222222222222,0,1,yes
11350,15,14,90,2,0.0222222222222222,2,0,yes
11362,15,11,54,1,0.0185185185185185,1,0,yes
11370,15,15,46,4,0.0869565217391304,1,3,yes
11386,15,9,82,1,0.0121951219512195,1,0,yes
11444,15,15,53,5,0.0943396226415094,3,2,yes
11462,15,14,84,1,0.0119047619047619,1,0,yes
11470,15,12,101,1,0.0099009900990099,1,0,yes
11475,15,15,47,1,0.0212765957446808,1,0,yes
11477,15,11,71,4,0.056338028169014,4,0,yes
11479,15,15,85,2,0.0235294117647058,1,1,yes
11483,15,15,69,1,0.0144927536231884,1,0,yes
11502,15,14,70,3,0.0428571428571428,3,0,yes
11582,14,13,78,4,0.0512820512820512,2,2,yes
11635,14,13,105,1,0.0095238095238095,1,0,yes
11647,14,14,110,1,0.009090909090909,0,1,yes
11660,14,14,95,1,0.0105263157894736,1,0,yes
11683,14,13,21,2,0.0952380952380952,0,2,yes
11686,14,9,63,1,0.0158730158730158,0,1,yes
11687,14,14,60,3,0.05,3,0,yes
11703,14,9,75,1,0.0133333333333333,1,0,yes
11714,14,9,101,2,0.0198019801980198,2,0,yes
11720,14,12,87,1,0.0114942528735632,1,0,yes
11741,14,13,95,1,0.0105263157894736,1,0,yes
11748,14,14,108,3,0.0277777777777777,3,0,yes
11759,14,10,111,3,0.027027027027027,3,0,yes
11782,14,13,91,1,0.0109890109890109,1,0,yes
11797,14,9,77,2,0.0259740259740259,2,0,yes
11839,14,8,39,2,0.0512820512820512,2,0,yes
11844,14,13,52,1,0.0192307692307692,1,0,yes
11860,14,14,86,2,0.0232558139534883,2,0,yes
11888,14,7,119,1,0.0084033613445378,0,1,yes
11900,14,14,47,1,0.0212765957446808,0,1,yes
11909,14,9,99,1,0.0101010101010101,1,0,yes
11915,14,8,57,1,0.0175438596491228,1,0,yes
11971,14,14,104,1,0.0096153846153846,1,0,yes
11975,14,8,42,5,0.119047619047619,4,1,yes
11980,14,14,86,2,0.0232558139534883,2,0,yes
11990,14,13,110,1,0.009090909090909,1,0,yes
11994,14,7,31,1,0.032258064516129,0,1,yes
12057,13,10,61,3,0.0491803278688524,3,0,yes
12067,13,10,104,2,0.0192307692307692,2,0,yes
12161,13,8,36,3,0.0833333333333333,3,0,yes
12190,13,9,77,2,0.0259740259740259,0,2,yes
12199,13,8,86,3,0.0348837209302325,3,0,yes
12204,13,7,111,2,0.018018018018018,1,1,yes
12277,13,12,100,1,0.01,0,1,yes
12316,13,9,92,1,0.0108695652173913,1,0,yes
12358,13,13,81,1,0.0123456790123456,1,0,yes
12419,13,7,113,4,0.0353982300884955,3,1,yes
12439,13,8,87,1,0.0114942528735632,1,0,yes
12446,13,11,99,2,0.0202020202020202,2,0,yes
12474,13,7,76,2,0.0263157894736842,1,1,yes
12477,13,10,69,2,0.0289855072463768,2,0,yes
12478,13,13,73,1,0.0136986301369863,1,0,yes
12485,13,7,80,1,0.0125,0,1,yes
12494,13,7,87,5,0.057471264367816,5,0,yes
12505,13,11,58,1,0.0172413793103448,1,0,yes
12532,13,12,57,4,0.0701754385964912,4,0,yes
12538,13,9,89,3,0.0337078651685393,1,2,yes
12563,13,13,114,1,0.0087719298245614,1,0,yes
12569,13,8,53,1,0.0188679245283018,1,0,yes
12626,13,7,55,1,0.0181818181818181,1,0,yes
12659,13,13,107,4,0.0373831775700934,4,0,yes
12663,13,10,24,1,0.0416666666666666,0,1,yes
12668,13,13,115,1,0.008695652173913,1,0,yes
12673,13,11,76,1,0.0131578947368421,1,0,yes
12675,13,13,116,1,0.0086206896551724,1,0,yes
12689,12,8,88,2,0.0227272727272727,2,0,yes
12713,12,8,97,4,0.0412371134020618,3,1,yes
12723,12,11,100,1,0.01,1,0,yes
12724,12,9,99,1,0.0101010101010101,1,0,yes
12744,12,7,103,1,0.0097087378640776,1,0,yes
12761,12,11,80,4,0.05,1,3,yes
12795,12,11,90,1,0.0111111111111111,0,1,yes
12813,12,9,105,1,0.0095238095238095,0,1,yes
12819,12,8,73,1,0.0136986301369863,1,0,yes
12844,12,10,82,2,0.024390243902439,2,0,yes
12862,12,10,93,4,0.043010752688172,3,1,yes
12886,12,7,113,1,0.0088495575221238,1,0,yes
12902,12,9,55,2,0.0363636363636363,2,0,yes
12908,12,12,98,1,0.010204081632653,0,1,yes
12911,12,12,104,5,0.048076923076923,5,0,yes
12913,12,8,114,1,0.0087719298245614,0,1,yes
12914,12,8,80,1,0.0125,1,0,yes
12934,12,11,78,1,0.0128205128205128,1,0,yes
12942,12,11,54,3,0.0555555555555555,3,0,yes
12988,12,12,21,1,0.0476190476190476,0,1,yes
13007,12,10,52,2,0.0384615384615384,2,0,yes
13011,12,8,115,2,0.017391304347826,2,0,yes
13020,12,12,101,1,0.0099009900990099,1,0,yes
13041,12,8,46,2,0.0434782608695652,1,1,yes
13054,12,12,74,1,0.0135135135135135,1,0,yes
13055,12,12,69,3,0.0434782608695652,1,2,yes
13068,12,12,111,2,0.018018018018018,2,0,yes
13074,12,10,55,2,0.0363636363636363,1,1,yes
13082,12,8,98,5,0.0510204081632653,3,2,yes
13099,12,8,63,3,0.0476190476190476,3,0,yes
13103,12,7,103,1,0.0097087378640776,1,0,yes
13116,12,8,119,1,0.0084033613445378,0,1,yes
13134,12,8,100,1,0.01,1,0,yes
13150,12,10,89,1,0.0112359550561797,1,0,yes
13155,12,10,91,1,0.0109890109890109,1,0,yes
13169,12,11,122,3,0.0245901639344262,1,2,yes
13180,12,12,114,2,0.0175438596491228,1,1,yes
13214,12,12,70,1,0.0142857142857142,1,0,yes
13233,12,8,94,1,0.0106382978723404,1,0,yes
13252,12,10,21,1,0.0476190476190476,0,1,yes
13269,12,8,110,2,0.0181818181818181,1,1,yes
13298,12,6,116,1,0.0086206896551724,1,0,yes
13300,12,10,110,2,0.0181818181818181,1,1,yes
13305,12,9,105,2,0.019047619047619,2,0,yes
13311,12,11,81,1,0.0123456790123456,1,0,yes
13316,12,11,84,1,0.0119047619047619,1,0,yes
13325,12,7,105,5,0.0476190476190476,2,3,yes
13369,11,10,67,5,0.0746268656716417,1,4,yes
13390,11,9,92,1,0.0108695652173913,0,1,yes
13394,11,7,108,1,0.0092592592592592,0,1,yes
13408,11,11,101,1,0.0099009900990099,0,1,yes
13443,11,8,84,1,0.0119047619047619,1,0,yes
13447,11,11,56,1,0.0178571428571428,1,0,yes
13455,11,11,119,1,0.0084033613445378,1,0,yes
13460,11,9,65,1,0.0153846153846153,1,0,yes
13477,11,9,40,1,0.025,0,1,yes
13483,11,7,70,3,0.0428571428571428,0,3,yes
13491,11,11,30,2,0.0666666666666666,2,0,yes
13551,11,8,93,4,0.043010752688172,1,3,yes
13578,11,11,119,2,0.0168067226890756,2,0,yes
13615,11,11,39,4,0.1025641025641025,4,0,yes
13649,11,10,94,1,0.0106382978723404,1,0,yes
13654,11,10,90,1,0.0111111111111111,1,0,yes
13683,11,11,93,2,0.021505376344086,2,0,yes
13707,11,10,20,3,0.15,2,1,yes
13715,11,9,35,1,0.0285714285714285,1,0,yes
13746,11,8,112,1,0.0089285714285714,1,0,yes
13774,11,11,47,5,0.1063829787234042,5,0,yes
13834,11,7,93,4,0.043010752688172,1,3,yes
13837,11,8,41,1,0.024390243902439,1,0,yes
13842,11,9,80,1,0.0125,1,0,yes
13857,11,11,94,2,0.0212765957446808,2,0,yes
13878,11,5,87,2,0.0229885057471264,2,0,yes
13912,11,11,75,2,0.0266666666666666,1,1,yes
13916,11,8,111,1,0.009009009009009,1,0,yes
13921,11,11,107,1,0.0093457943925233,1,0,yes
13922,11,11,84,2,0.0238095238095238,2,0,yes
13936,11,11,94,1,0.0106382978723404,1,0,yes
13944,11,6,50,2,0.04,1,1,yes
13965,11,11,74,5,0.0675675675675675,2,3,yes
13966,11,8,62,1,0.0161290322580645,1,0,yes
13974,11,7,109,1,0.0091743119266055,1,0,yes
13997,11,11,94,1,0.0106382978723404,1,0,yes
14010,11,11,104,1,0.0096153846153846,1,0,yes
14017,11,8,52,1,0.0192307692307692,1,0,yes
14068,11,5,125,2,0.016,2,0,yes
14074,11,9,106,1,0.0094339622641509,1,0,yes
14105,11,11,95,1,0.0105263157894736,1,0,yes
14107,11,8,108,1,0.0092592592592592,1,0,yes
14117,11,5,111,1,0.009009009009009,1,0,yes
14122,11,8,77,2,0.0259740259740259,1,1,yes
14130,11,8,108,2,0.0185185185185185,1,1,yes
14131,11,6,21,2,0.0952380952380952,2,0,yes
14170,10,7,111,1,0.009009009009009,1,0,yes
14185,10,7,103,1,0.0097087378640776,1,0,yes
14196,10,10,65,1,0.0153846153846153,1,0,yes
14216,10,6,80,1,0.0125,1,0,yes
14221,10,6,42,2,0.0476190476190476,1,1,yes
14226,10,9,59,2,0.0338983050847457,0,2,yes
14259,10,6,116,2,0.0172413793103448,1,1,yes
14293,10,8,102,2,0.0196078431372549,2,0,yes
14310,10,9,90,1,0.0111111111111111,1,0,yes
14314,10,5,107,2,0.0186915887850467,0,2,yes
14337,10,8,91,4,0.0439560439560439,2,2,yes
14354,10,9,91,2,0.0219780219780219,1,1,yes
14357,10,5,113,2,0.0176991150442477,1,1,yes
14359,10,10,58,1,0.0172413793103448,1,0,yes
14373,10,10,84,5,0.0595238095238095,1,4,yes
14382,10,10,58,2,0.0344827586206896,1,1,yes
14404,10,5,114,2,0.0175438596491228,1,1,yes
14419,10,6,95,3,0.031578947368421,3,0,yes
14431,10,8,97,2,0.0206185567010309,2,0,yes
14443,10,7,32,1,0.03125,0,1,yes
14467,10,7,88,4,0.0454545454545454,1,3,yes
14470,10,6,104,1,0.0096153846153846,0,1,yes
14548,10,7,91,1,0.0109890109890109,1,0,yes
14571,10,5,116,1,0.0086206896551724,1,0,yes
14575,10,6,98,3,0.0306122448979591,3,0,yes
14580,10,6,33,1,0.0303030303030303,0,1,yes
14585,10,9,99,1,0.0101010101010101,0,1,yes
14594,10,8,79,1,0.0126582278481012,0,1,yes
14663,10,7,99,4,0.0404040404040404,0,4,yes
14704,10,9,37,4,0.1081081081081081,4,0,yes
14738,10,10,88,3,0.034090909090909,1,2,yes
14749,10,5,123,1,0.008130081300813,1,0,yes
14754,10,8,113,3,0.0265486725663716,2,1,yes
14755,10,7,93,1,0.010752688172043,1,0,yes
14768,10,8,71,1,0.0140845070422535,1,0,yes
14769,10,7,110,1,0.009090909090909,1,0,yes
14782,10,9,40,1,0.025,1,0,yes
14818,10,10,63,1,0.0158730158730158,1,0,yes
14831,10,10,63,1,0.0158730158730158,1,0,yes
14833,10,10,53,2,0.0377358490566037,1,1,yes
14875,10,7,34,4,0.1176470588235294,4,0,yes
14886,10,8,80,5,0.0625,2,3,yes
14896,10,9,87,2,0.0229885057471264,1,1,yes
14902,10,9,40,1,0.025,0,1,yes
14906,10,7,111,1,0.009009009009009,1,0,yes
14932,10,8,107,1,0.0093457943925233,1,0,yes
14933,10,7,77,1,0.0129870129870129,1,0,yes
14936,10,7,43,1,0.0232558139534883,1,0,yes
14947,10,5,116,2,0.0172413793103448,1,1,yes
14954,10,10,109,2,0.018348623853211,0,2,yes
14957,10,10,45,1,0.0222222222222222,1,0,yes
14962,10,9,78,1,0.0128205128205128,1,0,yes
14982,10,5,99,1,0.0101010101010101,1,0,yes
15002,10,10,50,2,0.04,1,1,yes
15012,10,7,95,1,0.0105263157894736,0,1,yes
15018,10,10,92,1,0.0108695652173913,1,0,yes
15025,10,5,103,4,0.0388349514563106,3,1,yes
15027,10,7,99,3,0.0303030303030303,1,2,yes
15045,10,9,96,1,0.0104166666666666,0,1,yes
15055,10,7,47,2,0.0425531914893617,1,1,yes
15066,10,10,101,1,0.0099009900990099,1,0,yes
15090,9,6,101,1,0.0099009900990099,1,0,yes
15094,9,9,88,2,0.0227272727272727,2,0,yes
15104,9,5,46,1,0.0217391304347826,1,0,yes
15133,9,8,32,1,0.03125,1,0,yes
15136,9,9,97,1,0.0103092783505154,1,0,yes
15144,9,7,85,1,0.0117647058823529,0,1,yes
15147,9,6,96,2,0.0208333333333333,0,2,yes
15185,9,6,118,2,0.0169491525423728,0,2,yes
15204,9,9,50,2,0.04,1,1,yes
15208,9,9,120,2,0.0166666666666666,2,0,yes
15241,9,9,102,5,0.0490196078431372,4,1,yes
15270,9,4,60,5,0.0833333333333333,5,0,yes
15272,9,5,62,1,0.0161290322580645,1,0,yes
15290,9,7,57,5,0.087719298245614,1,4,yes
15309,9,7,112,1,0.0089285714285714,0,1,yes
15311,9,6,116,2,0.0172413793103448,2,0,yes
15324,9,8,92,3,0.0326086956521739,3,0,yes
15348,9,6,109,1,0.0091743119266055,1,0,yes
15356,9,6,70,4,0.0571428571428571,3,1,yes
15360,9,9,110,3,0.0272727272727272,2,1,yes
15361,9,6,63,2,0.0317460317460317,1,1,yes
15387,9,8,104,4,0.0384615384615384,3,1,yes
15388,9,9,58,1,0.0172413793103448,1,0,yes
15435,9,7,83,2,0.0240963855421686,0,2,yes
15466,9,8,114,3,0.0263157894736842,1,2,yes
15482,9,8,90,1,0.0111111111111111,1,0,yes
15487,9,6,100,1,0.01,1,0,yes
15540,9,6,42,2,0.0476190476190476,2,0,yes
15559,9,9,59,4,0.0677966101694915,4,0,yes
15581,9,9,28,1,0.0357142857142857,1,0,yes
15619,9,8,99,3,0.0303030303030303,3,0,yes
15631,9,9,90,4,0.0444444444444444,4,0,yes
15640,9,9,75,2,0.0266666666666666,2,0,yes
15644,9,9,40,2,0.05,2,0,yes
15664,9,9,106,1,0.0094339622641509,0,1,yes
15695,9,9,59,4,0.0677966101694915,3,1,yes
15702,9,7,27,1,0.037037037037037,1,0,yes
15735,9,6,62,1,0.0161290322580645,1,0,yes
15755,9,6,118,2,0.0169491525423728,1,1,yes
15764,9,8,59,1,0.0169491525423728,1,0,yes
15778,9,7,54,2,0.037037037037037,0,2,yes
15805,9,6,110,1,0.009090909090909,1,0,yes
15842,9,5,101,2,0.0198019801980198,1,1,yes
15852,9,7,114,1,0.0087719298245614,1,0,yes
15857,9,8,110,1,0.009090909090909,1,0,yes
15862,9,9,43,1,0.0232558139534883,0,1,yes
15865,9,6,92,2,0.0217391304347826,0,2,yes
15879,9,5,114,3,0.0263157894736842,2,1,yes
15880,9,6,116,2,0.0172413793103448,1,1,yes
15889,9,9,55,3,0.0545454545454545,3,0,yes
15899,9,9,112,1,0.0089285714285714,1,0,yes
15922,9,7,112,1,0.0089285714285714,1,0,yes
15929,9,7,70,1,0.0142857142857142,1,0,yes
15942,9,4,42,2,0.0476190476190476,2,0,yes
16021,9,6,104,2,0.0192307692307692,2,0,yes
16022,9,9,85,2,0.0235294117647058,2,0,yes
16034,9,5,115,1,0.008695652173913,1,0,yes
16052,9,6,104,2,0.0192307692307692,1,1,yes
16066,9,5,114,1,0.0087719298245614,1,0,yes
16131,8,7,49,1,0.0204081632653061,1,0,yes
16158,8,7,81,3,0.037037037037037,1,2,yes
16189,8,6,77,2,0.0259740259740259,2,0,yes
16191,8,6,13,2,0.1538461538461538,2,0,yes
16193,8,7,21,2,0.0952380952380952,2,0,yes
16210,8,6,93,1,0.010752688172043,1,0,yes
16227,8,8,48,5,0.1041666666666666,5,0,yes
16267,8,6,116,2,0.0172413793103448,1,1,yes
16284,8,6,39,2,0.0512820512820512,2,0,yes
16310,8,8,78,1,0.0128205128205128,1,0,yes
16382,8,8,88,5,0.0568181818181818,1,4,yes
16389,8,8,52,2,0.0384615384615384,1,1,yes
16407,8,6,85,1,0.0117647058823529,1,0,yes
16419,8,6,91,3,0.0329670329670329,2,1,yes
16431,8,8,111,1,0.009009009009009,1,0,yes
16433,8,4,129,1,0.0077519379844961,0,1,yes
16445,8,6,126,1,0.0079365079365079,1,0,yes
16453,8,7,106,4,0.0377358490566037,3,1,yes
16455,8,6,99,2,0.0202020202020202,2,0,yes
16457,8,8,100,1,0.01,0,1,yes
16467,8,8,110,5,0.0454545454545454,1,4,yes
16487,8,7,108,2,0.0185185185185185,1,1,yes
16537,8,7,112,1,0.0089285714285714,1,0,yes
16558,8,5,120,2,0.0166666666666666,0,2,yes
16607,8,4,105,1,0.0095238095238095,1,0,yes
16619,8,8,76,2,0.0263157894736842,2,0,yes
16633,8,7,95,1,0.0105263157894736,0,1,yes
16645,8,6,102,4,0.0392156862745098,4,0,yes
16653,8,5,121,5,0.0413223140495867,1,4,yes
16657,8,5,105,4,0.0380952380952381,4,0,yes
16674,8,5,113,4,0.0353982300884955,0,4,yes
16680,8,6,94,1,0.0106382978723404,1,0,yes
16694,8,7,114,1,0.0087719298245614,1,0,yes
16712,8,7,109,2,0.018348623853211,1,1,yes
16746,8,8,48,1,0.0208333333333333,0,1,yes
16750,8,8,75,3,0.04,2,1,yes
16758,8,5,110,1,0.009090909090909,0,1,yes
16775,8,5,91,3,0.0329670329670329,3,0,yes
16778,8,7,51,2,0.0392156862745098,2,0,yes
16795,8,3,33,1,0.0303030303030303,1,0,yes
16802,8,8,104,3,0.0288461538461538,1,2,yes
16815,8,6,60,5,0.0833333333333333,1,4,yes
16822,8,6,114,1,0.0087719298245614,1,0,yes
16824,8,8,74,1,0.0135135135135135,1,0,yes
16847,8,6,21,1,0.0476190476190476,0,1,yes
16850,8,8,93,1,0.010752688172043,1,0,yes
16858,8,8,45,3,0.0666666666666666,0,3,yes
16883,8,4,117,1,0.0085470085470085,0,1,yes
16895,8,5,123,1,0.008130081300813,1,0,yes
16897,8,8,91,1,0.0109890109890109,0,1,yes
16899,8,5,60,1,0.0166666666666666,1,0,yes
16965,8,8,33,1,0.0303030303030303,1,0,yes
16971,8,8,61,5,0.081967213114754,4,1,yes
16997,8,8,98,1,0.010204081632653,1,0,yes
17025,8,8,103,4,0.0388349514563106,4,0,yes
17054,8,8,113,3,0.0265486725663716,1,2,yes
17062,8,7,99,2,0.0202020202020202,1,1,yes
17088,8,8,117,1,0.0085470085470085,1,0,yes
17092,8,8,117,1,0.0085470085470085,1,0,yes
17104,8,8,51,2,0.0392156862745098,2,0,yes
17110,8,8,102,3,0.0294117647058823,3,0,yes
17131,8,8,45,1,0.0222222222222222,1,0,yes
17138,8,6,126,3,0.0238095238095238,3,0,yes
17142,8,6,120,1,0.0083333333333333,1,0,yes
17151,8,8,36,1,0.0277777777777777,0,1,yes
17185,8,7,108,4,0.037037037037037,1,3,yes
17202,8,7,59,1,0.0169491525423728,1,0,yes
17240,7,7,117,1,0.0085470085470085,1,0,yes
17260,7,6,90,2,0.0222222222222222,2,0,yes
17266,7,5,90,1,0.0111111111111111,1,0,yes
17275,7,5,47,1,0.0212765957446808,0,1,yes
17293,7,5,97,1,0.0103092783505154,0,1,yes
17300,7,7,82,1,0.0121951219512195,1,0,yes
17327,7,6,115,4,0.0347826086956521,3,1,yes
17331,7,5,78,3,0.0384615384615384,1,2,yes
17337,7,6,78,1,0.0128205128205128,1,0,yes
17424,7,4,105,3,0.0285714285714285,3,0,yes
17439,7,7,77,2,0.0259740259740259,2,0,yes
17472,7,7,62,1,0.0161290322580645,1,0,yes
17485,7,7,46,1,0.0217391304347826,1,0,yes
17535,7,6,74,2,0.027027027027027,2,0,yes
17559,7,6,91,1,0.0109890109890109,1,0,yes
17574,7,7,104,2,0.0192307692307692,2,0,yes
17578,7,6,28,2,0.0714285714285714,2,0,yes
17581,7,4,22,1,0.0454545454545454,1,0,yes
17586,7,6,95,5,0.0526315789473684,1,4,yes
17588,7,4,107,1,0.0093457943925233,1,0,yes
17593,7,4,118,1,0.0084745762711864,1,0,yes
17601,7,5,79,1,0.0126582278481012,1,0,yes
17672,7,6,94,1,0.0106382978723404,1,0,yes
17723,7,7,80,1,0.0125,1,0,yes
17729,7,5,51,1,0.0196078431372549,1,0,yes
17730,7,5,105,2,0.019047619047619,1,1,yes
17746,7,7,75,2,0.0266666666666666,1,1,yes
17755,7,7,76,1,0.0131578947368421,1,0,yes
17761,7,6,49,1,0.0204081632653061,0,1,yes
17775,7,7,110,1,0.009090909090909,1,0,yes
17779,7,7,115,1,0.008695652173913,1,0,yes
17782,7,5,115,5,0.0434782608695652,4,1,yes
17796,7,7,116,3,0.0258620689655172,2,1,yes
17804,7,7,102,2,0.0196078431372549,1,1,yes
17806,7,7,50,1,0.02,1,0,yes
17813,7,6,119,1,0.0084033613445378,1,0,yes
17827,7,7,44,1,0.0227272727272727,1,0,yes
17829,7,7,111,3,0.027027027027027,0,3,yes
17874,7,7,86,1,0.0116279069767441,1,0,yes
17887,7,4,85,1,0.0117647058823529,1,0,yes
17905,7,6,46,2,0.0434782608695652,0,2,yes
17906,7,6,71,1,0.0140845070422535,0,1,yes
17907,7,6,95,1,0.0105263157894736,0,1,yes
17930,7,7,112,4,0.0357142857142857,0,4,yes
17973,7,7,103,2,0.0194174757281553,2,0,yes
17979,7,7,21,1,0.0476190476190476,1,0,yes
17984,7,4,39,1,0.0256410256410256,1,0,yes
18004,7,4,120,2,0.0166666666666666,2,0,yes
18016,7,3,67,3,0.044776119402985,3,0,yes
18024,7,5,89,3,0.0337078651685393,3,0,yes
18029,7,6,117,1,0.0085470085470085,1,0,yes
18055,7,6,64,1,0.015625,1,0,yes
18084,7,5,121,2,0.0165289256198347,1,1,yes
18093,7,7,61,1,0.0163934426229508,0,1,yes
18102,7,7,82,1,0.0121951219512195,1,0,yes
18116,7,5,106,1,0.0094339622641509,1,0,yes
18138,7,4,99,1,0.0101010101010101,1,0,yes
18142,7,3,99,1,0.0101010101010101,1,0,yes
18144,7,7,29,1,0.0344827586206896,1,0,yes
18166,7,5,97,1,0.0103092783505154,1,0,yes
18198,7,5,102,2,0.0196078431372549,2,0,yes
18241,7,5,53,3,0.0566037735849056,3,0,yes
18282,7,4,120,3,0.025,2,1,yes
18287,7,6,57,1,0.0175438596491228,0,1,yes
18297,7,7,42,1,0.0238095238095238,1,0,yes
18305,7,4,116,1,0.0086206896551724,1,0,yes
18382,7,6,53,2,0.0377358490566037,1,1,yes
18384,7,7,99,1,0.0101010101010101,1,0,yes
18397,7,7,92,2,0.0217391304347826,0,2,yes
18407,7,3,107,2,0.0186915887850467,2,0,yes
18414,7,5,107,1,0.0093457943925233,1,0,yes
18437,7,7,50,4,0.08,1,3,yes
18478,7,4,99,1,0.0101010101010101,1,0,yes
18490,7,7,93,4,0.043010752688172,3,1,yes
18506,7,3,66,3,0.0454545454545454,3,0,yes
18508,7,5,23,1,0.0434782608695652,0,1,yes
18525,7,7,39,1,0.0256410256410256,0,1,yes
18566,7,6,104,4,0.0384615384615384,2,2,yes
18571,7,5,121,4,0.0330578512396694,2,2,yes
18574,7,6,108,1,0.0092592592592592,1,0,yes
18589,7,6,88,3,0.034090909090909,3,0,yes
18592,7,5,79,3,0.0379746835443038,3,0,yes
18603,6,3,43,1,0.0232558139534883,1,0,yes
18627,6,5,102,1,0.0098039215686274,1,0,yes
18660,6,5,55,3,0.0545454545454545,3,0,yes
18696,6,6,81,2,0.0246913580246913,1,1,yes
18697,6,5,110,5,0.0454545454545454,1,4,yes
18739,6,4,105,1,0.0095238095238095,1,0,yes
18766,6,6,97,3,0.0309278350515463,3,0,yes
18770,6,6,56,2,0.0357142857142857,1,1,yes
18771,6,6,72,2,0.0277777777777777,2,0,yes
18785,6,6,103,1,0.0097087378640776,1,0,yes
18816,6,3,110,1,0.009090909090909,1,0,yes
18839,6,5,80,3,0.0375,1,2,yes
18869,6,6,90,1,0.0111111111111111,1,0,yes
18884,6,5,117,1,0.0085470085470085,1,0,yes
18892,6,4,67,2,0.0298507462686567,2,0,yes
18897,6,6,76,3,0.0394736842105263,1,2,yes
18915,6,6,95,3,0.031578947368421,2,1,yes
18941,6,3,107,4,0.0373831775700934,1,3,yes
18964,6,6,123,3,0.024390243902439,0,3,yes
18965,6,6,114,1,0.0087719298245614,1,0,yes
18978,6,4,108,2,0.0185185185185185,2,0,yes
19038,6,6,92,2,0.0217391304347826,1,1,yes
19093,6,3,83,5,0.0602409638554216,5,0,yes
19101,6,6,19,2,0.1052631578947368,2,0,yes
19104,6,6,103,1,0.0097087378640776,0,1,yes
19117,6,5,94,1,0.0106382978723404,1,0,yes
19186,6,6,102,4,0.0392156862745098,0,4,yes
19194,6,6,13,2,0.1538461538461538,2,1,yes
19209,6,4,102,1,0.0098039215686274,1,0,yes
19216,6,3,110,1,0.009090909090909,1,0,yes
19223,6,6,114,2,0.0175438596491228,1,1,yes
19225,6,5,96,1,0.0104166666666666,1,0,yes
19244,6,6,49,4,0.0816326530612244,4,0,yes
19259,6,3,102,2,0.0196078431372549,2,0,yes
19262,6,3,64,2,0.03125,2,0,yes
19265,6,4,117,2,0.017094017094017,2,0,yes
19310,6,4,82,1,0.0121951219512195,1,0,yes
19339,6,5,114,1,0.0087719298245614,1,0,yes
19350,6,5,93,4,0.043010752688172,2,2,yes
19357,6,3,115,1,0.008695652173913,1,0,yes
19360,6,5,113,2,0.0176991150442477,2,0,yes
19388,6,6,95,1,0.0105263157894736,1,0,yes
19432,6,5,47,2,0.0425531914893617,2,0,yes
19453,6,6,63,2,0.0317460317460317,1,1,yes
19473,6,3,110,2,0.0181818181818181,1,1,yes
19489,6,6,102,1,0.0098039215686274,1,0,yes
19503,6,6,110,1,0.009090909090909,1,0,yes
19513,6,3,100,3,0.03,0,3,yes
19542,6,3,67,1,0.0149253731343283,1,0,yes
19550,6,4,100,3,0.03,3,0,yes
19572,6,3,51,1,0.0196078431372549,1,0,yes
19621,6,6,107,2,0.0186915887850467,1,1,yes
19677,6,5,89,2,0.0224719101123595,2,0,yes
19732,6,6,76,2,0.0263157894736842,2,0,yes
19751,6,6,110,1,0.009090909090909,1,0,yes
19762,6,3,51,1,0.0196078431372549,1,0,yes
19764,6,6,104,1,0.0096153846153846,1,0,yes
19772,6,5,118,2,0.0169491525423728,0,2,yes
19773,6,4,104,2,0.0192307692307692,2,0,yes
19784,6,5,120,2,0.0166666666666666,1,1,yes
19818,6,4,90,1,0.0111111111111111,1,0,yes
19822,6,6,111,1,0.009009009009009,0,1,yes
19834,6,3,124,4,0.032258064516129,1,3,yes
19844,6,6,107,1,0.0093457943925233,1,0,yes
19862,6,6,120,2,0.0166666666666666,2,0,yes
19871,6,6,70,1,0.0142857142857142,1,0,yes
19895,6,4,104,2,0.0192307692307692,2,0,yes
19925,6,6,62,1,0.0161290322580645,0,1,yes
19945,6,3,123,1,0.008130081300813,1,0,yes
19950,6,5,113,1,0.0088495575221238,1,0,yes
19962,6,6,63,2,0.0317460317460317,1,1,yes
19965,6,2,58,1,0.0172413793103448,1,0,yes
